source,target,weight
1158509337557512194,2471772146,1
1158509337557512194,267568419,2
1158509337557512194,291185646,2
1158509337557512194,4374955517,1
1159171855,1241307294148825093,4
1159171855,237670274,1
1159171855,267568419,9
1159392768990601217,1241307294148825093,11
1159392768990601217,1242948664110321664,5
1159392768990601217,19614615,1
1159392768990601217,21184930,1
1159392768990601217,267568419,12
1159392768990601217,291185646,5
1159548095660732417,1241307294148825093,1
1159548095660732417,267568419,1
1160310282733969408,291185646,2
1160604365130010624,1242948664110321664,1
1160668005715599360,237670274,1
1160967329699770369,2195550221,2
1160967329699770369,291185646,1
1161614526862807045,1241307294148825093,2
1161614526862807045,1242948664110321664,2
1161614526862807045,267568419,2
1161614526862807045,287688514,1
1161614526862807045,3327887445,2
1161728133680308226,267568419,1
1162104241475006464,1242948664110321664,1
1162104241475006464,2195550221,1
1162104241475006464,267568419,2
1162104241475006464,291185646,1
1162400855082979328,1241307294148825093,1
116268693,1242948664110321664,1
1162829596137590785,2195550221,1
116497291,1241307294148825093,5
116497291,1242948664110321664,2
116542547,1241307294148825093,2
116542547,1242948664110321664,1
116542547,237670274,2
116542547,267568419,4
1166314853683859457,1241307294148825093,7
1166314853683859457,1242948664110321664,2
1166314853683859457,267568419,3
1166314853683859457,282740346,1
1166314853683859457,291185646,12
1166314853683859457,3955170161,1
1166682740156071941,1241307294148825093,1
1166682740156071941,1242948664110321664,1
1166682740156071941,267568419,1
1166682740156071941,291185646,1
1166832792,1247139926556229632,1
1166844220327505925,17887248,1
1166844220327505925,243381107,1
1166844220327505925,282168818,1
1166844220327505925,82978967,1
1166973445151870977,267568419,1
1167107018299252736,1242948664110321664,1
1167107018299252736,883016728426536960,1
116893654,1241307294148825093,9
116893654,1242948664110321664,3
116893654,267568419,1
116893654,399931157,1
1170284934231146496,883016728426536960,2
1170789881515257856,2195550221,1
1171798052778192899,1242948664110321664,2
117185972,267568419,3
117185972,3327887445,1
1172360222,883016728426536960,2
1173602319566553088,1241307294148825093,2
1173602319566553088,1242948664110321664,1
1173602319566553088,267568419,2
1173668382668988422,1242948664110321664,1
1175225391834791936,883016728426536960,2
1176115731341205505,1241307294148825093,1
1176115731341205505,1242948664110321664,1
1176115731341205505,267568419,1
1176206445026664448,171031365,1
1176537333807681538,1241307294148825093,6
1176537333807681538,1242948664110321664,3
1176537333807681538,291185646,1
1177892389475831808,3068538507,1
1179105405559037953,2608740770,1
1179105405559037953,267568419,1
1179883777402789888,2630270138,1
1179894598161850368,1241307294148825093,11
1179894598161850368,1242948664110321664,6
1179894598161850368,291185646,2
1179894598161850368,488660611,1
1179895756284715008,1241307294148825093,7
1179895756284715008,1242948664110321664,2
1180147552454369282,1221216901566795777,1
1180147552454369282,1241307294148825093,2
1180147552454369282,1242948664110321664,1
1180147552454369282,19614615,1
1180147552454369282,21184930,1
1180147552454369282,267568419,3
1180147552454369282,30414465,1
1180646610562215936,1242948664110321664,1
1180646610562215936,347501126,1
1181132390468653056,237670274,1
1181363266473381893,1241307294148825093,1
1181363266473381893,1242948664110321664,1
